catalog_id,common_name,scientific_name_as_source,plant_type_as_source,catalog_status,crop_contexts,regulatory_tier,usda_match_status,usda_symbol_candidate,habitat_flags_auto_for_review,vt_profile_url
VT-90,large hopclover,Trifolium aureum,broadleaf,source_index_only,,,matched,TRAU2,roadside_disturbed,https://weedid.cals.vt.edu/profile/90/
VT-65,largebracted plantain,Plantago aristata,broadleaf,source_index_only,,,matched,PLAR3,,https://weedid.cals.vt.edu/profile/65/
VT-291,largepod pinweed,Lechea intermedia,broadleaf,source_index_only,,,matched,LEIN,,https://weedid.cals.vt.edu/profile/291/
VT-553,lateflowering thoroughwort,Eupatorium serotinum,broadleaf,source_index_only,,,matched,EUSE2,,https://weedid.cals.vt.edu/profile/553/
VT-558,lawn burweed,Soliva sessilis,broadleaf,source_index_only,,,matched,SOSE2,,https://weedid.cals.vt.edu/profile/558/
VT-561,lawn marshpennywort,Hydrocotyle sibthorpioides,broadleaf,source_index_only,,,matched,HYSI,,https://weedid.cals.vt.edu/profile/561/
VT-452,lawndaisy,Bellis perennis,broadleaf,source_index_only,,,matched,BEPE2,turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/452/
VT-232,leafy pondweed,Potamogeton foliosus,broadleaf,source_index_only,,,matched,POFO3,,https://weedid.cals.vt.edu/profile/232/
VT-156,lemon beebalm,Monarda citriodora,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/156/
VT-371,lesser calamint,Calamintha nepeta,broadleaf,source_index_only,,,matched,CANE17,pasture_forage,https://weedid.cals.vt.edu/profile/371/
VT-198,lesser swinecress,Coronopus didymus,broadleaf,source_index_only,,,matched,CODI6,turf_landscape,https://weedid.cals.vt.edu/profile/198/
VT-495,little barley,Hordeum pusillum,grass_or_grasslike,source_index_only,,,matched,HOPU,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/495/
VT-545,little bluestem,Schizachyrium scoparium,grass_or_grasslike,source_index_only,,,matched,SCSC,pasture_forage; aquatic_wetland,https://weedid.cals.vt.edu/profile/545/
VT-169,little floatingheart,Nymphoides cordata,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/169/
VT-412,little hogweed,Portulaca oleracea,broadleaf,source_index_only,,,matched,POOL,,https://weedid.cals.vt.edu/profile/412/
VT-1,littleleaf buttercup,Ranunculus abortivus,broadleaf,source_index_only,,,matched,RAAB,turf_landscape,https://weedid.cals.vt.edu/profile/1/
VT-349,littlepod false flax,Camelina microcarpa,broadleaf,source_index_only,,,matched,CAMI2,,https://weedid.cals.vt.edu/profile/349/
VT-658,live oak,Quercus virginiana,broadleaf,source_index_only,,,matched,QUVI,,https://weedid.cals.vt.edu/profile/658/
VT-751,long-stalked phyllanthus,Phyllanthus tenellus,broadleaf,source_index_only,,,unmatched_requires_review,,horticultural_crops,https://weedid.cals.vt.edu/profile/751/
VT-324,longleaf groundcherry,Physalis longifolia var. subglabrata,broadleaf,source_index_only,,,matched,PHLO4,,https://weedid.cals.vt.edu/profile/324/
VT-380,longleaf pondweed,Potamogeton nodosus,broadleaf,source_index_only,,,matched,PONO2,,https://weedid.cals.vt.edu/profile/380/
VT-118,low hopclover,Trifolium campestre,broadleaf,source_index_only,,,matched,TRCA5,pasture_forage,https://weedid.cals.vt.edu/profile/118/
VT-330,lyreleaf sage,Salvia lyrata,broadleaf,source_index_only,,,matched,SALY2,,https://weedid.cals.vt.edu/profile/330/
VT-685,maidenstears,Silene vulgaris,broadleaf,source_index_only,,,matched,SIVU,,https://weedid.cals.vt.edu/profile/685/
VT-430,man of the earth,Ipomoea pandurata,broadleaf,source_index_only,,,matched,IPPA,,https://weedid.cals.vt.edu/profile/430/
VT-624,manyflower marshpennywort,Hydrocotyle umbellata,broadleaf,source_index_only,,,matched,HYUM,,https://weedid.cals.vt.edu/profile/624/
VT-138,maroon Carolina milkvine,Matelea carolinensis,broadleaf,source_index_only,,,matched,MACA9,,https://weedid.cals.vt.edu/profile/138/
VT-337,Maryland goldenaster,Chrysopsis mariana,broadleaf,source_index_only,,,matched,CHMA14,,https://weedid.cals.vt.edu/profile/337/
VT-338,Maryland meadowbeauty,Rhexia mariana,broadleaf,source_index_only,,,matched,RHMA,,https://weedid.cals.vt.edu/profile/338/
VT-106,mat amaranth,Amaranthus blitoides,broadleaf,source_index_only,,,matched,AMBL,,https://weedid.cals.vt.edu/profile/106/
VT-97,matrimony vine,Lycium barbarum,broadleaf,source_index_only,,,matched,LYBA4,,https://weedid.cals.vt.edu/profile/97/
VT-298,Maule's quince,Chaenomeles japonica,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/298/
VT-441,mayapple,Podophyllum peltatum,broadleaf,source_index_only,,,matched,POPE,,https://weedid.cals.vt.edu/profile/441/
VT-173,mayweed chamomile,Anthemis cotula,broadleaf,source_index_only,,,matched,ANCO2,,https://weedid.cals.vt.edu/profile/173/
VT-478,meadow fescue,Schedonorus pratensis,grass_or_grasslike,source_index_only,,,matched,SCPR4,pasture_forage; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/478/
VT-474,meadow hawkweed,Hieracium pratense,broadleaf,source_index_only,,,matched,HICA10,roadside_disturbed,https://weedid.cals.vt.edu/profile/474/
VT-271,Mexican fireplant,Euphorbia heterophylla,broadleaf,source_index_only,,,matched,EUCY,,https://weedid.cals.vt.edu/profile/271/
VT-32,Mexican tea,Chenopodium ambrosioides,broadleaf,source_index_only,,,matched,,,https://weedid.cals.vt.edu/profile/32/
VT-13,mockernut hickory,Carya alba,broadleaf,source_index_only,,,matched,CATO6,,https://weedid.cals.vt.edu/profile/13/
VT-317,moleplant,Euphorbia lathyris,broadleaf,source_index_only,,,matched,EULA4,pasture_forage; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/317/
VT-362,Morrow's honeysuckle,Lonicera morrowii,broadleaf,source_index_only,,,matched,LOMO2,,https://weedid.cals.vt.edu/profile/362/
VT-105,moth mullein,Verbascum blattaria,broadleaf,source_index_only,,,matched,VEBL,,https://weedid.cals.vt.edu/profile/105/
VT-228,mountain fetterbush,Pieris floribunda,broadleaf,source_index_only,,,matched,PIFL,,https://weedid.cals.vt.edu/profile/228/
VT-318,mountain laurel,Kalmia latifolia,broadleaf,source_index_only,,,matched,KALA,,https://weedid.cals.vt.edu/profile/318/
VT-602,mouseear cress,Arabidopsis thaliana,broadleaf,source_index_only,,,matched,ARTH,,https://weedid.cals.vt.edu/profile/602/
VT-563,muck sunflower,Helianthus simulans,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/563/
VT-680,mugwort,Artemisia vulgaris,broadleaf,crop_context_sourced,pasture_hay,,matched,ARVU,turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/680/
VT-363,multiflora rose,Rosa multiflora,broadleaf,crop_context_sourced,pasture_hay,,matched,ROMU,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/363/
VT-385,musk thistle,Carduus nutans,broadleaf,crop_context_sourced,pasture_hay,,matched,CANU4,roadside_disturbed,https://weedid.cals.vt.edu/profile/385/
VT-577,muskgrass,Chara spp.,other,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/577/
VT-52,narrowleaf blue-eyed grass,Sisyrinchium angustifolium,grass_or_grasslike,source_index_only,,,matched,SIAN3,,https://weedid.cals.vt.edu/profile/52/
VT-595,narrowleaf hawksbeard,Crepis tectorum,broadleaf,source_index_only,,,unmatched_requires_review,,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/595/
VT-597,narrowleaf mountainmint,Pycnanthemum tenuifolium,broadleaf,source_index_only,,,matched,PYTE,,https://weedid.cals.vt.edu/profile/597/
VT-596,narrowleaf pinweed,Lechea tenuifolia,broadleaf,source_index_only,,,matched,LETE,,https://weedid.cals.vt.edu/profile/596/
VT-313,narrowleaf plantain,Plantago lanceolata,broadleaf,source_index_only,,,matched,PLLA,,https://weedid.cals.vt.edu/profile/313/
VT-628,navel cornsalad,Valerianella umbilicata,broadleaf,source_index_only,,,matched,VAUM,,https://weedid.cals.vt.edu/profile/628/
VT-6,needle spikerush,Eleocharis acicularis,grass_or_grasslike,source_index_only,,,matched,ELAC,,https://weedid.cals.vt.edu/profile/6/
VT-649,Nepalese browntop,Microstegium vimineum,grass_or_grasslike,source_index_only,,,matched,MIVI,,https://weedid.cals.vt.edu/profile/649/
VT-632,nettleleaf noseburn,Tragia urticifolia,broadleaf,source_index_only,,,matched,TRUR2,,https://weedid.cals.vt.edu/profile/632/
VT-543,nimblewill,Muhlenbergia schreberi,grass_or_grasslike,source_index_only,,,matched,MUSC,,https://weedid.cals.vt.edu/profile/543/
VT-381,nonfilamentous algae,Algae nonfilimentous,other,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/381/
VT-372,northern bog violet,Viola nephrophylla,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/372/
VT-816,northern catalpa,Catalpa speciosa,broadleaf,source_index_only,,,matched,CASP8,roadside_disturbed,https://weedid.cals.vt.edu/profile/816/
VT-225,northern dewberry,Rubus flagellaris,broadleaf,source_index_only,,,matched,RUFL,,https://weedid.cals.vt.edu/profile/225/
VT-794,northern jointvetch,Aeschynomene virginica,broadleaf,source_index_only,,,matched,AEVI3,,https://weedid.cals.vt.edu/profile/794/
VT-760,northern red oak,Quercus rubra,broadleaf,source_index_only,,,matched,QURU,,https://weedid.cals.vt.edu/profile/760/
VT-382,Norwegian cinquefoil,Potentilla norvegica,broadleaf,source_index_only,,,matched,PONO3,agronomic_crops; pasture_forage; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/382/
VT-528,nutgrass,Cyperus rotundus,grass_or_grasslike,source_index_only,,,matched,CYRO,,https://weedid.cals.vt.edu/profile/528/
VT-321,openflower rosette grass,Dichanthelium laxiflorum,grass_or_grasslike,source_index_only,,,matched,DILA9,roadside_disturbed,https://weedid.cals.vt.edu/profile/321/
VT-86,orange hawkweed,Hieracium aurantiacum,broadleaf,source_index_only,,,matched,HIAU,pasture_forage; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/86/
VT-243,orangegrass,Hypericum gentianoides,grass_or_grasslike,source_index_only,,,matched,HYGE,,https://weedid.cals.vt.edu/profile/243/
VT-255,orchardgrass,Dactylis glomerata,grass_or_grasslike,source_index_only,,,matched,DAGL,pasture_forage; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/255/
VT-678,oregano,Origanum vulgare,broadleaf,source_index_only,,,matched,ORVU,,https://weedid.cals.vt.edu/profile/678/
VT-417,Oriental bittersweet,Celastrus orbiculatus,broadleaf,source_index_only,,Tier 3,matched,CEOR7,pasture_forage,https://weedid.cals.vt.edu/profile/417/
VT-116,Oriental lady's thumb,Polygonum caespitosum,broadleaf,source_index_only,,,matched,,,https://weedid.cals.vt.edu/profile/116/
VT-251,ornamental jewelweed,Impatiens glandulifera,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/251/
VT-472,Osage orange,Maclura pomifera,broadleaf,source_index_only,,,matched,MAPO,,https://weedid.cals.vt.edu/profile/472/
VT-322,oxeye daisy,Chrysanthemum leucanthemum,broadleaf,source_index_only,,,matched,LEVU,pasture_forage,https://weedid.cals.vt.edu/profile/322/
VT-424,Palmer amaranth,Amaranthus palmeri,broadleaf,source_index_only,,,matched,AMPA,,https://weedid.cals.vt.edu/profile/424/
VT-729,palmleaf morningglory,Ipomoea wrightii,broadleaf,source_index_only,,,matched,IPWR,agronomic_crops,https://weedid.cals.vt.edu/profile/729/
VT-432,panicledleaf ticktrefoil,Desmodium paniculatum,broadleaf,source_index_only,,,matched,DEPA6,,https://weedid.cals.vt.edu/profile/432/
VT-433,paper mulberry,Broussonetia papyrifera,broadleaf,source_index_only,,,matched,BRPA4,,https://weedid.cals.vt.edu/profile/433/
VT-59,parrot feather watermilfoil,Myriophyllum aquaticum,broadleaf,source_index_only,,,matched,MYAQ2,,https://weedid.cals.vt.edu/profile/59/
VT-795,parsley-piert,Aphanes arvensis,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/795/
VT-706,partridge pea,Cassia fasciculata,broadleaf,source_index_only,,,matched,,,https://weedid.cals.vt.edu/profile/706/
VT-257,pasture spikesedge,Kyllinga gracillima,grass_or_grasslike,source_index_only,,,matched,KYGR,aquatic_wetland; roadside_disturbed,https://weedid.cals.vt.edu/profile/257/
VT-618,pawpaw,Asimina triloba,broadleaf,source_index_only,,,matched,ASTR,,https://weedid.cals.vt.edu/profile/618/
VT-444,Pennsylvania smartweed,Polygonum pensylvanicum,broadleaf,source_index_only,,,matched,POPE2,agronomic_crops; horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/444/
VT-687,peppermint,Mentha × piperita,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/687/
VT-320,perennial pea,Lathyrus latifolius,broadleaf,source_index_only,,,matched,LALA4,roadside_disturbed,https://weedid.cals.vt.edu/profile/320/
VT-450,perennial ryegrass,Lolium perenne,grass_or_grasslike,source_index_only,,,matched,LOPE,turf_landscape,https://weedid.cals.vt.edu/profile/450/
VT-80,perennial sowthistle,Sonchus arvensis,broadleaf,source_index_only,,,matched,SOAR2,pasture_forage,https://weedid.cals.vt.edu/profile/80/
VT-457,perplexed ticktrefoil,Desmodium perplexum,broadleaf,source_index_only,,,matched,DEPE80,,https://weedid.cals.vt.edu/profile/457/
VT-458,Persian speedwell,Veronica persica,broadleaf,source_index_only,,,matched,VEPE3,agronomic_crops; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/458/
VT-446,petty spurge,Euphorbia peplus,broadleaf,source_index_only,,,matched,EUPE6,,https://weedid.cals.vt.edu/profile/446/
VT-461,Philadelphia fleabane,Erigeron philadelphicus,broadleaf,source_index_only,,,matched,ERPH,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/461/
VT-712,Piedmont bedstraw,Cruciata pedemontana,broadleaf,source_index_only,,,matched,CRPE10,,https://weedid.cals.vt.edu/profile/712/
VT-250,pignut hickory,Carya glabra,broadleaf,source_index_only,,,matched,CAGL8,,https://weedid.cals.vt.edu/profile/250/
VT-745,pink woodsorrel,Oxalis debilis,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/745/
VT-812,plantain-leaved pussytoes,Antennaria plantaginifolia,broadleaf,source_index_only,,,matched,ANPL,,https://weedid.cals.vt.edu/profile/812/
VT-168,plume poppy,Macleaya cordata,broadleaf,source_index_only,,,matched,MACO10,,https://weedid.cals.vt.edu/profile/168/
VT-334,poison hemlock,Conium maculatum,broadleaf,crop_context_sourced,pasture_hay,,matched,COMA2,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/334/
VT-814,pomegranate,Punica granatum,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/814/
VT-599,poorjoe,Diodia teres,broadleaf,source_index_only,,,matched,DITE2,,https://weedid.cals.vt.edu/profile/599/
VT-164,poorland flatsedge,Cyperus compressus,grass_or_grasslike,source_index_only,,,matched,CYCO,turf_landscape,https://weedid.cals.vt.edu/profile/164/
VT-579,poverty brome,Bromus sterilis,grass_or_grasslike,source_index_only,,,matched,BRST2,pasture_forage,https://weedid.cals.vt.edu/profile/579/
VT-635,poverty dropseed,Sporobolus vaginiflorus,grass_or_grasslike,source_index_only,,,matched,SPVA,,https://weedid.cals.vt.edu/profile/635/
VT-571,poverty oatgrass,Danthonia spicada,grass_or_grasslike,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/571/
VT-598,poverty rush,Juncus tenuis,grass_or_grasslike,source_index_only,,,matched,JUTE,pasture_forage; horticultural_crops; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/598/
VT-93,povertyweed,Iva axillaris,broadleaf,source_index_only,,,unmatched_requires_review,,pasture_forage,https://weedid.cals.vt.edu/profile/93/
VT-473,Powell's amaranth,Amaranthus powellii,broadleaf,source_index_only,,,matched,AMPO2,,https://weedid.cals.vt.edu/profile/473/
VT-690,prairie broomweed,Amphiachyris dracunculoides,broadleaf,source_index_only,,,matched,AMDR,,https://weedid.cals.vt.edu/profile/690/
VT-586,prairie fleabane,Erigeron strigosus,broadleaf,source_index_only,,,matched,ERST3,,https://weedid.cals.vt.edu/profile/586/
VT-359,prairie tea,Croton monanthogynus,broadleaf,source_index_only,,,matched,CRMO6,,https://weedid.cals.vt.edu/profile/359/
VT-555,prickly lettuce,Lactuca serriola,broadleaf,crop_context_sourced,small_grains; pasture_hay,,matched,LASE,turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/555/
VT-612,prickly Russian thistle,Salsola tragus,broadleaf,source_index_only,,,matched,SATR12,,https://weedid.cals.vt.edu/profile/612/
VT-575,prickly sida,Sida spinosa,broadleaf,crop_context_sourced,corn; soybean,,matched,SISP,agronomic_crops; pasture_forage; horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/575/
VT-608,princesstree,Paulownia tomentosa,broadleaf,source_index_only,,,matched,PATO2,,https://weedid.cals.vt.edu/profile/608/
VT-92,prostrate knotweed,Polygonum aviculare,broadleaf,source_index_only,,,matched,POAV,horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/92/
VT-21,prostrate pigweed,Amaranthus albus,broadleaf,source_index_only,,,matched,AMAL,,https://weedid.cals.vt.edu/profile/21/
VT-796,purple ammannia,Ammannia coccinea,broadleaf,source_index_only,,,matched,AMCO,,https://weedid.cals.vt.edu/profile/796/
VT-492,purple deadnettle,Lamium purpureum,broadleaf,source_index_only,,,matched,LAPU2,horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/492/
VT-535,purple loosestrife,Lythrum salicaria,broadleaf,source_index_only,,Tier 2,matched,LYSA2,pasture_forage; aquatic_wetland; roadside_disturbed,https://weedid.cals.vt.edu/profile/535/
VT-285,purple passionflower,Passiflora incarnata,broadleaf,source_index_only,,,matched,PAIN6,roadside_disturbed,https://weedid.cals.vt.edu/profile/285/
VT-226,purpletop,Tridens flavus,grass_or_grasslike,source_index_only,,,matched,TRFL2,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/226/
VT-448,purslane speedwell,Veronica peregrina,broadleaf,source_index_only,,,matched,VEPE2,turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/448/
VT-514,quackgrass,Elymus repens,grass_or_grasslike,crop_context_sourced,corn; soybean,,matched,ELRE4,agronomic_crops; horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/514/
VT-143,Queen Anne's lace,Daucus carota,broadleaf,source_index_only,,,matched,DACA6,pasture_forage; horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/143/
VT-388,quince,Cydonia oblonga,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/388/
VT-392,rabbit-tobacco,Pseudognaphalium obtusifolium,broadleaf,source_index_only,,,matched,PSOB3,,https://weedid.cals.vt.edu/profile/392/
VT-75,rabbitfoot clover,Trifolium arvense,broadleaf,source_index_only,,,matched,TRAR4,,https://weedid.cals.vt.edu/profile/75/
VT-325,ram's horn,Proboscidea louisianica,broadleaf,source_index_only,,,matched,PRLO,,https://weedid.cals.vt.edu/profile/325/
VT-3,ramtilla,Guizotia abyssinica,broadleaf,source_index_only,,,matched,GUAB,,https://weedid.cals.vt.edu/profile/3/
VT-366,rape,Brassica napus,broadleaf,source_index_only,,,matched,BRNA,,https://weedid.cals.vt.edu/profile/366/
VT-389,rare clubmoss,Lycopodium obscurum,broadleaf,source_index_only,,,matched,LYOB,,https://weedid.cals.vt.edu/profile/389/
VT-365,rattail fescue,Vulpia myruros,grass_or_grasslike,source_index_only,,,unmatched_requires_review,,pasture_forage; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/365/
VT-476,red clover,Trifolium pratense,broadleaf,source_index_only,,,matched,TRPR2,pasture_forage; turf_landscape,https://weedid.cals.vt.edu/profile/476/
VT-529,red fescue,Festuca rubra,grass_or_grasslike,source_index_only,,,matched,FERU2,roadside_disturbed,https://weedid.cals.vt.edu/profile/529/
VT-531,red maple,Acer rubrum var. trilobum,broadleaf,source_index_only,,,matched,ACRU,,https://weedid.cals.vt.edu/profile/531/
VT-530,red mulberry,Morus rubra,broadleaf,source_index_only,,,matched,MORU2,,https://weedid.cals.vt.edu/profile/530/
VT-777,red sandspurry,Spergularia rubra,broadleaf,source_index_only,,,matched,SPRU,,https://weedid.cals.vt.edu/profile/777/
VT-108,red stemmed parrots feather,Myriophyllum brasiliensis,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/108/
VT-46,reddening lepiota,Leucoagaricus americanus,other,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/46/
VT-518,redroot amaranth,Amaranthus retroflexus,broadleaf,source_index_only,,,matched,AMRE,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/518/
VT-158,redstar,Ipomoea coccinea,broadleaf,source_index_only,,,matched,IPCO3,,https://weedid.cals.vt.edu/profile/158/
VT-153,redstem stork's bill,Erodium cicutarium,broadleaf,source_index_only,,,matched,ERCI6,roadside_disturbed,https://weedid.cals.vt.edu/profile/153/
VT-246,redtop,Agrostis gigantea,grass_or_grasslike,source_index_only,,,matched,AGGI2,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/246/
VT-749,reed canarygrass,Phalaris arundinacea,grass_or_grasslike,source_index_only,,,matched,PHAR3,,https://weedid.cals.vt.edu/profile/749/
VT-146,rescuegrass,Bromus catharticus,grass_or_grasslike,source_index_only,,,matched,BRCA6,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/146/
VT-209,rice button aster,Symphyotrichum dumosum,broadleaf,source_index_only,,,matched,SYDU2,,https://weedid.cals.vt.edu/profile/209/
VT-420,rice cutgrass,Leersia oryzoides,grass_or_grasslike,source_index_only,,,matched,LEOR,,https://weedid.cals.vt.edu/profile/420/
VT-22,roadside pennycress,Thlaspi alliaceum,broadleaf,source_index_only,,,matched,THAL2,,https://weedid.cals.vt.edu/profile/22/
VT-620,rough bluegrass,Poa trivialis,grass_or_grasslike,source_index_only,,,matched,POTR2,turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/620/
VT-621,roughfruit amaranth,Amaranthus tuberculatus,broadleaf,source_index_only,,,unmatched_requires_review,,aquatic_wetland; roadside_disturbed,https://weedid.cals.vt.edu/profile/621/
VT-526,roundleaf greenbriar,Smilax rotundifolia,broadleaf,source_index_only,,,matched,SMRO,,https://weedid.cals.vt.edu/profile/526/
VT-533,rugosa rose,Rosa rugosa,broadleaf,source_index_only,,,matched,RORU,,https://weedid.cals.vt.edu/profile/533/
VT-532,rusty blackhaw,Viburnum rufidulum,broadleaf,source_index_only,,,matched,VIRU,,https://weedid.cals.vt.edu/profile/532/
VT-572,saltgrass,Distichlis spicata,grass_or_grasslike,source_index_only,,,matched,DISP,pasture_forage; turf_landscape,https://weedid.cals.vt.edu/profile/572/
VT-438,saltmeadow cordgrass,Spartina patens,grass_or_grasslike,source_index_only,,,matched,SPPA,,https://weedid.cals.vt.edu/profile/438/
VT-17,sassafras,Sassafras albidum,broadleaf,source_index_only,,,matched,SAAL5,,https://weedid.cals.vt.edu/profile/17/
VT-568,saucer magnolia,Magnolia soulangeana,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/568/
VT-63,sawtooth blackberry,Rubus argutus,broadleaf,source_index_only,,,matched,RUAR2,,https://weedid.cals.vt.edu/profile/63/
VT-10,sawtooth oak,Quercus acutissima,broadleaf,source_index_only,,,matched,QUAC80,,https://weedid.cals.vt.edu/profile/10/
VT-797,scarlet pimpernel,Anagallis arvensis,broadleaf,source_index_only,,,matched,ANAR,turf_landscape,https://weedid.cals.vt.edu/profile/797/
VT-455,scentless false mayweed,Matricaria perforata,broadleaf,source_index_only,,,unmatched_requires_review,,pasture_forage,https://weedid.cals.vt.edu/profile/455/
VT-546,Scotch broom,Cytisus scoparius,broadleaf,source_index_only,,,matched,CYSC4,,https://weedid.cals.vt.edu/profile/546/
VT-340,seaside arrowgrass,Triglo maritima,grass_or_grasslike,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/340/
VT-548,sensitive fern,Onoclea sensibilis,broadleaf,source_index_only,,,matched,ONSE,,https://weedid.cals.vt.edu/profile/548/
VT-373,sensitive partridge pea,Chamaecrista nictitans ssp. nictitans var. nictitans,broadleaf,source_index_only,,,matched,CHNI2,aquatic_wetland; roadside_disturbed,https://weedid.cals.vt.edu/profile/373/
VT-180,sericea lespedeza,Lespedeza cuneata,broadleaf,crop_context_sourced,pasture_hay,,matched,LECU,,https://weedid.cals.vt.edu/profile/180/
VT-500,shaggy soldier,Galinsoga quadriradiata,broadleaf,source_index_only,,,matched,GAQU,horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/500/
VT-328,shallow sedge,Carex lurida,grass_or_grasslike,source_index_only,,,matched,CALU5,,https://weedid.cals.vt.edu/profile/328/
VT-211,sharpleaf cancerwort,Kickxia elatine,broadleaf,source_index_only,,,matched,KIEL,,https://weedid.cals.vt.edu/profile/211/
VT-611,shaved sedge,Carex tonsa,grass_or_grasslike,source_index_only,,,matched,CATO10,,https://weedid.cals.vt.edu/profile/611/
VT-115,shepherd's purse,Capsella bursa-pastoris,broadleaf,crop_context_sourced,small_grains,,matched,CABU2,agronomic_crops; horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/115/
VT-165,shining bedstraw,Galium concinnum,broadleaf,source_index_only,,,matched,GACO3,,https://weedid.cals.vt.edu/profile/165/
VT-110,shortleaf spikesedge,Kyllinga brevifolia,grass_or_grasslike,source_index_only,,,matched,KYBR,turf_landscape,https://weedid.cals.vt.edu/profile/110/
VT-711,showy rattlebox,Crotalaria spectabilis,broadleaf,source_index_only,,,matched,CRSP2,agronomic_crops,https://weedid.cals.vt.edu/profile/711/
VT-560,Siberian ligularia,Ligularia sibirica,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/560/
VT-391,sicklepod,Senna obtusifolia,broadleaf,source_index_only,,,matched,SEOB4,,https://weedid.cals.vt.edu/profile/391/
VT-305,silktree,Albizia julibrissin,broadleaf,source_index_only,,,matched,ALJU,roadside_disturbed,https://weedid.cals.vt.edu/profile/305/
VT-47,silky dogwood,Cornus amomum,broadleaf,source_index_only,,,matched,COAM2,,https://weedid.cals.vt.edu/profile/47/
VT-144,silver hairgrass,Aira caryophyllea,grass_or_grasslike,source_index_only,,,matched,AICA,roadside_disturbed,https://weedid.cals.vt.edu/profile/144/
VT-773,silverleaf nightshade,Solanum eleaegnifolium,broadleaf,source_index_only,,,unmatched_requires_review,,agronomic_crops; pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/773/
VT-64,silvery everlasting,Gamochaeta argyrinea,broadleaf,source_index_only,,,matched,GAAR10,,https://weedid.cals.vt.edu/profile/64/
VT-62,silvery threadmoss,Bryum argenteum,other,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/62/
VT-627,sleepydick,Ornithogalum umbellatum,grass_or_grasslike,source_index_only,,,matched,ORUM,agronomic_crops; pasture_forage; turf_landscape,https://weedid.cals.vt.edu/profile/627/
VT-666,slender amaranth,Amaranthus viridis,broadleaf,source_index_only,,,matched,AMVI,,https://weedid.cals.vt.edu/profile/666/
